frame,rmse,mae,max_abs,ref_min,ref_max,ref_mean,ref_std
119,0.13194785840687373,0.04216292475936368,1.3355234,-0.4774705,0.35839853,0.006254179004983856,0.04227406390768874
120,0.14024966377148135,0.04452396238548126,1.33604146,-0.46166813,0.25184616,0.005240887017987061,0.0387673239824691
121,0.13216832430948797,0.04200006179236865,1.32779306,-0.44482085,0.24028142,0.00607663151453894,0.03985161187620785
122,0.14341815758820253,0.04570997598457519,1.43241522,-0.44845247,0.2444544,0.004323686607944947,0.038178023602347046
123,0.13467749483563082,0.042714295406047355,1.4022347499999999,-0.44258505,0.30159393,0.004429596116918042,0.038662530567053606
124,0.1359762669821209,0.04310485498184995,1.39978643,-0.4521349,0.27834114,0.00419722400838504,0.03885114281347593
125,0.12605024443065985,0.03987682906288559,1.33252114,-0.43768477,0.2125934,0.0032222864414593808,0.03751700144409979
126,0.10638051810584397,0.03535705463318496,0.71985115,-0.4647877,0.24191755,0.002766016193655396,0.03947697169290381
127,0.10766634718142404,0.03560949573074082,0.8040096999999999,-0.47731528,0.20930083,0.0018597249074821477,0.04006419033190405
128,0.09812852658228811,0.03232059037825605,0.64957639,-0.46991327,0.21158332,0.0014378748479982302,0.03927977216541061
129,0.0911827373627749,0.030230166807865878,0.66296677,-0.46962127,0.21236446,0.0009162864520398262,0.03941350569819545
130,0.08742225253923021,0.02907163139841092,0.7938875489999999,-0.49086204,0.2100544,-5.101328110989397e-05,0.04095993008979246
131,0.09121320249474939,0.029625201410960755,1.36287634,-0.4998966,0.21012773,-0.0007510783695044553,0.04233863707820443
132,0.0893464412799308,0.028501603239201173,1.47828581,-0.61043656,0.20738462,-0.0019469306196024782,0.04414505331150654
133,0.08505370919154835,0.026458089620235596,1.7237596000000002,-0.71871847,0.37120274,-0.0025326116528985596,0.04556465142790304
134,0.08430164784327861,0.025989126378993012,1.8220192,-0.78818166,0.3628082,-0.002959041339631134,0.045837639815901596
135,0.07812051327625812,0.023971201780795225,1.5921025,-0.828798,0.4376313,-0.003082067163231445,0.046745885443557685
136,0.07888432831698237,0.02428244194349011,1.6020898300000002,-0.8657474,0.48022917,-0.003362105939859924,0.04749962524154398
137,0.07647919137894266,0.02360477216692343,1.5059012999999999,-0.86724895,0.534235,-0.0026500630033109126,0.04692567552993607
138,0.0801954472749743,0.02515890357424208,1.3593394,-0.8505896,0.6621753,-0.0024301290832038735,0.04735066684677918
139,0.08173418629548852,0.025155512924694246,1.66176096,-0.8163507,0.86257064,-0.00044637079840975907,0.04576334156364809
140,0.08576094804785786,0.02667410523085856,1.5826082000000001,-0.80338806,1.0121536,0.0011269552817139493,0.04607563828738399
141,0.09650869243994921,0.031682589470532346,1.3412672000000003,-0.792908,0.8368998,0.0016240811081804198,0.04527177628702143
142,0.08888409249103989,0.02989928868113126,0.84235539,-0.7903629,0.8377517,0.0022743123906654662,0.04548632960896783
143,0.0787847400304136,0.026229539696741404,0.77367718,-0.79767543,0.70620686,0.0015033583099883338,0.04587548831399116
144,0.07369351372533378,0.02451371194616684,0.7759536299999998,-0.8303041,0.6084834,0.0009495772169300846,0.04604801016992812
145,0.07433807515476626,0.025272515070113737,0.7914205499999999,-0.83396536,0.53739655,0.000418519530911651,0.04630526842918021
146,0.07107932925668012,0.023872565677601258,0.79520543,-0.8492477,0.4847291,0.0008461820193609625,0.04630830775957429
147,0.07199752299690675,0.024284384231882204,0.80639708,-0.8396243,0.43925363,0.0014883154989851072,0.04643078660358992
148,0.07574826117003153,0.026191851175519837,0.82520343,-0.8423013,0.4185174,0.0021003832735402217,0.046618829978445415
149,0.08230947776404027,0.02870379987116782,0.85394037,-0.8250841,0.38668564,0.00176013417185495,0.04632034375807677
150,0.08442820157914746,0.0294999181738891,0.8696751399999999,-0.83606386,0.36220667,0.0018911968252609862,0.046343842441286774
151,0.08613021814093776,0.030010024726700286,1.1135073699999998,-0.824358,0.34041664,0.00380671498351242,0.04721172747812378
152,0.09564147657056818,0.03414148207962735,1.12282504,-0.83695185,0.32751322,0.003888055666101715,0.04700318569816335
153,0.09001372550494759,0.03186809475857315,0.9692275700000001,-0.8259005,0.30656967,0.0031431032461155697,0.04620972216693826
154,0.0874560122930084,0.030596905167033537,0.95175386,-0.8412362,0.30318084,0.003533652549746857,0.04657706606608883
155,0.08996335273900004,0.032213038614396824,0.9408908999999999,-0.82010573,0.3885078,0.0034323002726927175,0.04624944963614085
156,0.07811274376992484,0.02692500788879547,0.9234320399999999,-0.835346,0.49495396,0.0031830956455307013,0.04634841569074375
157,0.0739108627704558,0.024967469909147794,0.9205665000000001,-0.8096203,0.43214908,0.004029063562565155,0.04680787234518315
158,0.07767583718710709,0.02713032270670813,0.93499707,-0.8135436,0.4177804,0.005032606583266846,0.04811854310455413
159,0.08216038340433746,0.02941803908388829,0.9500320600000001,-0.80920804,0.33970016,0.005064793652774919,0.04751603223973069
160,0.07843052421531807,0.027454182612971986,0.94908237,-0.8160173,0.3131883,0.005317579150998963,0.0474348075241409
161,0.07929241456803614,0.02801034157995947,0.95402175,-0.8017165,0.3145046,0.005485431067341248,0.04702945634801663
162,0.07942936336642106,0.02796181666918173,0.95936772,-0.79331523,0.31314123,0.004851319455377898,0.046133967674103674
163,0.0744332848056942,0.025238897950874847,0.9519337400000001,-0.7763809,0.30741957,0.0037636440634385687,0.04503687800769237
164,0.06853622209851694,0.021605656309002165,0.9358245699999999,-0.79245895,0.301494,0.0023750359152776186,0.04437078940970475
165,0.06632056029345505,0.02004296945040827,1.3705931800000002,-0.8008856,0.2984609,0.0015018797196688595,0.04431076326160314
166,0.0636880448433526,0.019193697341680208,1.35365169,-0.81434876,0.29139695,0.00013624727491540548,0.04412356470224227
167,0.06236222661211766,0.019646827688155018,1.13816483,-0.79092306,0.28881377,-0.0004865313540602721,0.0442346530511753
168,0.06308752386073171,0.019546094805429536,1.6053927700000001,-0.80106884,0.28574365,-0.001226955424108887,0.044597139510436985
169,0.06095981551922814,0.019938069809021547,0.89182145,-0.80772394,0.28396937,-0.001300406749685307,0.04477745323528887
170,0.06024806311573768,0.01867675197564688,0.9208816830000001,-0.80980676,0.27859187,-0.00206888136667218,0.044578412397761565
171,0.05825336054929637,0.018559193618721558,0.89656426,-0.7697085,0.2777476,-0.0019632108593438716,0.04452766878266996
172,0.05784052281558394,0.018515173455185316,0.8959394299999999,-0.7829027,0.27824098,-0.0013825789583707402,0.044310616204663714
173,0.05737857130162935,0.018086102325520964,0.8988132999999999,-0.7561364,0.27599293,-0.0014752799270093993,0.04438613519868038
174,0.057550975411563,0.018188882089287435,0.89566385,-0.7702978,0.2741175,-0.0011949438518487543,0.04429071310289028
175,0.057609489209712726,0.018066248822877592,0.8942575000000001,-0.7552914,0.27151105,-0.0011082917385390016,0.04432363091170597
176,0.05858569383859075,0.01832437923344,0.8903535800000001,-0.7696448,0.26999268,-0.000719596442005188,0.04415923986342394
177,0.057945916528087504,0.01808929458192806,0.8839699299999999,-0.74601936,0.26923522,-6.780063094077382e-05,0.04398396627099218
178,0.0592641843030436,0.01820501108676416,0.88417272,-0.7354423,0.26837918,0.0004949741297940978,0.04385132110394775
179,0.061440326151673406,0.018487731995588196,0.9351811899999999,-0.7517017,0.26617312,0.000652409364025421,0.04377272284801033
180,0.061859419388346035,0.01880201658376129,0.96861555,-0.7102209,0.26161617,0.00038817908245407113,0.04374427216986169
181,0.061690286547873056,0.018925260451066316,1.24713152,-0.73916274,0.2561361,-0.00014294719432608087,0.044121473429380484
182,0.06203871020472936,0.02060278136793558,1.1164162000000002,-0.7357672,0.25306165,-0.0004960881852373341,0.04430644957059127
183,0.06234427732007877,0.0206359688013144,1.05863814,-0.69071937,0.25275022,-3.17768232975359e-05,0.04441218932399922
184,0.06316551145252243,0.021661313540263214,0.82682826,-0.7337736,0.23835921,-0.0022351604817661434,0.044520432686967745
185,0.062038124792283086,0.02153960794211081,0.8108166000000001,-0.7320782,0.22795726,-0.003583833233181915,0.04493694564391447
186,0.06266609064843871,0.02284466257073027,0.7813479999999999,-0.70178956,0.22540346,-0.0034620335135804596,0.0445513644847376
187,0.060152473224519824,0.021870139722684874,0.78028177,-0.7165416,0.22254016,-0.0031452536553163457,0.04417238023786939
188,0.056717510611226055,0.018718771445855063,0.78759195,-0.7066415,0.21949558,-0.0028109073704121763,0.043598149881330636
189,0.058868829667348986,0.018682314661887738,0.7907263999999999,-0.69538283,0.2153773,-0.0026296731472552483,0.043563957744577636
190,0.05700864418801514,0.01764569800131738,0.77871066,-0.86482155,0.20909475,-0.003006500627534851,0.045146530019549
191,0.053960809223084195,0.01672608084276206,0.76119229,-0.81327283,0.20124559,-0.003679505262981507,0.04530013356302847
192,0.05214793100451241,0.01648510071157889,0.74643125,-0.76322234,0.19616388,-0.004120091956483276,0.04584051584370145
193,0.053531899185495904,0.017183248713543053,0.74299565,-0.76919055,0.19320415,-0.003961898449537348,0.04694094349804778
194,0.0569204200557234,0.019481093077437957,0.7442925,-0.7224458,0.18527661,-0.004646698230928559,0.046768872876101944
195,0.05319160765457071,0.01813036522928428,0.7202142699999999,-0.6795846,0.18631092,-0.003872195276136963,0.04788977460894377
196,0.061058978128251444,0.022041731821002823,0.72586578,-0.6998238,0.1808893,-0.004572894155701308,0.048695188084043814
197,0.059724041407998626,0.0208520693502079,0.81161041,-0.71455276,0.17608353,-0.005458901400608139,0.0499707923060826
198,0.06641692893448878,0.022691660624105284,1.19759738,-0.7184296,0.17338698,-0.005442009230892944,0.05047189528681582
199,0.06598883727497105,0.02256493909510602,1.21367515,-0.7251459,0.1684556,-0.005724700992462585,0.050519180677757965
200,0.06531391937964907,0.02170336521834531,1.4884487499999999,-0.72068197,0.3720516,-0.006142378442000763,0.05097850915861959
201,0.06835566219648205,0.02190151104877968,1.8606773299999997,-0.73085976,0.63176507,-0.006078715688851322,0.05173885340378648
202,0.06484309360517321,0.021004325560929384,1.7270002599999998,-0.73309565,0.65434784,-0.005940499283370057,0.05160596052967083
203,0.06594057498573762,0.021364218911589076,1.7942683000000001,-0.7261167,0.689314,-0.005769590091862726,0.051390770240091505
204,0.06355692899742278,0.02074531656529193,1.7201247,-0.7354052,0.7436783,-0.005521131718229553,0.05134322850226964
205,0.06556112859331335,0.021844045731717006,1.8261307000000002,-0.7346485,0.7361521,-0.005413697954088617,0.05103796001230103
206,0.06432280977525404,0.021731246535749767,1.6912322999999998,-0.72967064,0.7136985,-0.005203418166389874,0.05060388868701264
207,0.06037546010440002,0.02080042667610913,1.376603,-0.7316547,0.7143225,-0.005336104250532959,0.050554334718943876
208,0.05759731801303908,0.019623341521051784,1.18992083,-0.7312416,0.68905777,-0.005262142234231384,0.050521153176193975
209,0.05463940210042348,0.019443560102902206,0.83217876,-0.7388707,0.68220234,-0.005004097578575095,0.0504067413552618
210,0.05248737514334887,0.018701883449894895,0.7395383,-0.75037575,0.6438065,-0.00501487359962326,0.050553141835067934
211,0.048315258023856375,0.01716694314003598,0.54541467,-0.75514233,0.5535772,-0.004776070798518524,0.05062923191001167
212,0.045312757672039294,0.016298945709017264,0.53005435,-0.7511825,0.46564293,-0.004309440584476349,0.050427602650920264
213,0.04748490816406315,0.017719813306409364,0.522790926,-0.7606317,0.39581993,-0.004671805297873322,0.05024182201902645
214,0.04360715943058382,0.015990845567426026,0.509201016,-0.76313597,0.34944373,-0.004703478481447998,0.05002741352932223
215,0.04286325536098766,0.01571175655333017,0.49796305500000004,-0.76247466,0.30812454,-0.00459826952896872,0.04983274920985931
216,0.04220090244107763,0.015440835523331756,0.48689364999999996,-0.76225996,0.27481696,-0.004653085918095062,0.04975442946065538
217,0.041797110386731916,0.015419876709728136,0.47470209,-0.7532887,0.246048,-0.0037691190274721864,0.04953753323588113
218,0.0455846013110712,0.017399753019701474,0.471256145,-0.7486952,0.23109189,-0.003601145504754181,0.04937585858038845
219,0.044700586972980676,0.01699075097570331,0.515759506,-0.750968,0.21089241,-0.0036123443292530233,0.049414832280307554
220,0.04768683456303394,0.01820845927079061,1.40791722,-0.75869435,0.22656047,-0.00457356847296455,0.049320117827795676
221,0.04195249261065984,0.01548508517078612,0.8915469199999999,-0.7599922,0.21590763,-0.004823482318701618,0.04942573779721714
222,0.04105518073379947,0.015213244739098497,0.6446222800000001,-0.75706947,0.22326897,-0.004671364033529388,0.04936924314946635
223,0.04240121603613492,0.015820751798648648,0.689826415,-0.7633098,0.22338736,-0.00528533521302298,0.049386588498274556
224,0.04163279552005176,0.01587920616937155,0.40942239,-0.76544684,0.22872262,-0.005444244460222108,0.04933954035758096
225,0.04235604339037769,0.016295776942937774,0.400901005,-0.7660937,0.22711307,-0.005444577898257141,0.04925462097586946
226,0.04399174192111753,0.01702415848498816,0.6906474899999999,-0.766303,0.22506309,-0.00532962492109201,0.0491827779024864
227,0.04579804302405374,0.017629781213579027,0.9550845299999999,-0.76597553,0.22625025,-0.005114125410617874,0.049175351689623246
228,0.04806466656891246,0.018847607654064843,0.85608898,-0.7697603,0.22749867,-0.005284415115886621,0.049307133598999034
229,0.045231956699175645,0.01766377007293215,0.519675004,-0.7706316,0.23037209,-0.005174480629843858,0.04917726076206465
230,0.04481726495595111,0.017336139072052843,0.682137166,-0.7717202,0.22495724,-0.00528120103880968,0.04915792802879902
231,0.042150993132893715,0.016060441587626005,0.5858806700000001,-0.7704729,0.21882565,-0.004961719935812622,0.0490911388685203
232,0.04046095344929009,0.015123986107127375,0.45987920000000004,-0.7567213,0.21696104,-0.0035420920213463376,0.04962931986903841
233,0.050897246336048724,0.020581850879001537,0.45335093,-0.7464622,0.30968863,-0.0027819500962766516,0.04991514146755574
234,0.05190786150271057,0.02124859624180472,0.46304133999999997,-0.7409892,0.28644463,-0.0024685459387120056,0.05001382702670904
235,0.05274867752966476,0.02189005383125535,0.4737025,-0.74518335,0.2157943,-0.0032412754119201448,0.04977122954183636
236,0.04906510729523643,0.019767407756120133,0.50927667,-0.75135887,0.21562454,-0.0038847316879354094,0.04925301966654358
237,0.04423760919426365,0.01746312156005778,0.522280788,-0.76635957,0.20955694,-0.004998418464881952,0.04901798278944859
238,0.039853279854724984,0.015189264599929269,0.48894243000000004,-0.7830633,0.1993111,-0.0065475558079375155,0.049584745131842904
